what is the popul of oregon ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:oregon:=:state arg_node:-:B return:-:A
what state have a citi name austin ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:austin:=:city arg_node:-:B return:-:A
what is the highest elev in south carolina ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:south_carolina:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
how mani peopl live in austin texas ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:austin_tx:=:city arg_node:-:B return:-:A
what are the river in the state of texas ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B return:-:A
what is the lowest point of colorado ?	add_operation:-:_lowest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:colorado:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the popul of atlanta ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:atlanta:=:city arg_node:-:B return:-:A
what river are in utah ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:utah:=:state arg_node:-:B return:-:A
what river run through the most state ?	add_operation:-:_most add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B end_operation:-:arg_count ope_for:-:A ope_for:-:B return:-:A
what is the population of sacramento ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:sacramento:=:city arg_node:-:B return:-:A
could you tell me what is the highest point in the state of oregon ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_entity_node:-:oregon:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
which state doe the mississippi river run through ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_entity_node:-:mississippi:=:river arg_node:-:B add_type_node:-:_river arg_node:-:B return:-:A
what are the major citi in the smallest state in the us ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_operation:-:_smallest add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:usa:=:country arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A
how high is guadalupe peak ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_entity_node:-:guadalupe_peak:=:place arg_node:-:B return:-:A
what river run through illinois ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_entity_node:-:illinois:=:state arg_node:-:B return:-:A
how long is the mississippi river ?	add_node:-:B add_node:-:A add_edge:-:_len arg_node:-:B arg_node:-:A add_entity_node:-:mississippi:=:river arg_node:-:B add_type_node:-:_river arg_node:-:B return:-:A
how high is the highest point in the largest state ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_operation:-:_largest add_type_node:-:_state arg_node:-:C end_operation:-:arg ope_for:-:C end_operation:-:arg ope_for:-:B return:-:A
what is the area of south carolina ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_entity_node:-:south_carolina:=:state arg_node:-:B return:-:A
what are the state through which the longest river run ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_operation:-:_longest add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
where is new orleans ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:new_orleans:=:city arg_node:-:B return:-:A
in what state is mount mckinley ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:A add_entity_node:-:mount_mckinley:=:place arg_node:-:B return:-:A
what state has highest elev ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what is the size of california ?	add_node:-:B add_node:-:A add_edge:-:_size arg_node:-:B arg_node:-:A add_entity_node:-:california:=:state arg_node:-:B return:-:A
what is the smallest state that border texas ?	add_operation:-:_smallest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
how mani citizen in alabama ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:alabama:=:state arg_node:-:B return:-:A
in which state is rochester ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:A add_entity_node:-:rochester:=:city arg_node:-:B return:-:A
how mani state in the us doe the shortest river run through ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:usa:=:country arg_node:-:C add_node:-:D add_edge:-:_traverse arg_node:-:D arg_node:-:B add_operation:-:_shortest add_type_node:-:_river arg_node:-:D end_operation:-:arg ope_for:-:D end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
what is the biggest state in continental us ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:usa:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the area of the largest state ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_operation:-:_largest add_type_node:-:_state arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
where is mount whitney ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:mount_whitney:=:place arg_node:-:B return:-:A
how mani state doe iowa border ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:C arg_node:-:B add_entity_node:-:iowa:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
which state doe the longest river cross ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_operation:-:_longest add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what river flow through kansas ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_entity_node:-:kansas:=:state arg_node:-:B return:-:A
what is the popul of austin texas ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:austin_tx:=:city arg_node:-:B return:-:A
what is the capit of vermont ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:vermont:=:state arg_node:-:B return:-:A
which state border colorado ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:colorado:=:state arg_node:-:B return:-:A
how long is the mississippi ?	add_node:-:B add_node:-:A add_edge:-:_len arg_node:-:B arg_node:-:A add_entity_node:-:mississippi:=:river arg_node:-:B return:-:A
what state has the largest popul densiti ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_density arg_node:-:A arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what state border georgia ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:georgia:=:state arg_node:-:B return:-:A
what is the capit of pennsylvania ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:pennsylvania:=:state arg_node:-:B return:-:A
what are the biggest river in texas ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the longest river in the united states ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:usa:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the capit of utah ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:utah:=:state arg_node:-:B return:-:A
what state has the smallest popul densiti ?	add_operation:-:_smallest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_density arg_node:-:A arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
which capit are not major citi ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_operation:-:_not add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A end_operation:-:_not return:-:A
what is the biggest citi in nebraska ?	add_operation:-:_largest add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:nebraska:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the popul of texas ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:texas:=:state arg_node:-:B return:-:A
what is the shortest river in the united states ?	add_operation:-:_shortest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:usa:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the popul of rhode island ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:rhode_island:=:state arg_node:-:B return:-:A
what is the state with the lowest point ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_lowest add_type_node:-:_place arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what is the longest river in new york ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:new_york:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the longest river that run through a state that border tennessee ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:B arg_node:-:C add_entity_node:-:tennessee:=:state arg_node:-:C end_operation:-:arg ope_for:-:A return:-:A
how mani major citi are in arizona ?	add_operation:-:_count add_node:-:B add_type_node:-:_major arg_node:-:B add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:arizona:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
what are the neighbor state for michigan ?	add_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:A add_entity_node:-:michigan:=:state arg_node:-:B return:-:A
what state that border texas is the largest ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the shortest river ?	add_operation:-:_shortest add_node:-:A add_type_node:-:_river arg_node:-:A end_operation:-:arg ope_for:-:A return:-:A
how mani state border the state that border the most state ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:B arg_node:-:C add_operation:-:_most add_type_node:-:_state arg_node:-:C add_node:-:D add_edge:-:_next_to arg_node:-:C arg_node:-:D add_type_node:-:_state arg_node:-:D end_operation:-:arg_count ope_for:-:C ope_for:-:D end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
which state is the largest citi in montana in ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_largest add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:montana:=:state arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A
what is the popul of washington dc ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:washington_dc:=:city arg_node:-:B return:-:A
what is the most popul citi in texas ?	add_operation:-:_largest add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:texas:=:state arg_node:-:C end_operation:-:arg ope_for:-:A return:-:B
what is the capit of hawaii ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:hawaii:=:state arg_node:-:B return:-:A
what is capit of iowa ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:iowa:=:state arg_node:-:B return:-:A
where is san diego ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:san_diego:=:city arg_node:-:B return:-:A
what are the major citi in delaware ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:delaware:=:state arg_node:-:B return:-:A
what is the lowest point in louisiana ?	add_operation:-:_lowest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:louisiana:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
which state has the highest peak in the country ?	add_operation:-:_highest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_mountain arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what texas citi has the largest popul ?	add_operation:-:_largest add_node:-:C add_entity_node:-:texas:=:state arg_node:-:C add_node:-:A add_edge:-:_loc arg_node:-:A arg_node:-:C add_node:-:B add_edge:-:_population arg_node:-:A arg_node:-:B add_type_node:-:_city arg_node:-:A end_operation:-:arg ope_for:-:B return:-:A
what capit is the largest in the us ?	add_operation:-:_largest add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:usa:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the popul of new york ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:new_york:=:state arg_node:-:B return:-:A
what is the popul of the capit of the smallest state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_type_node:-:_capital arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_operation:-:_smallest add_type_node:-:_state arg_node:-:C end_operation:-:arg ope_for:-:C return:-:A
what is the area of alaska ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_entity_node:-:alaska:=:state arg_node:-:B return:-:A
what is the popul of california ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:california:=:state arg_node:-:B return:-:A
which state has the longest river ?	add_operation:-:_longest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what is the capit of texas ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B return:-:A
give me the citi which are in texas ?	add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B return:-:A
what state border kentucky ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:kentucky:=:state arg_node:-:B return:-:A
how high is the highest point of florida ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:florida:=:state arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A
what are the major citi in north carolina ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:north_carolina:=:state arg_node:-:B return:-:A
what is the highest point in the state with capit des moines ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:C arg_node:-:B add_type_node:-:_capital arg_node:-:C add_entity_node:-:des_moines:=:city arg_node:-:C end_operation:-:arg ope_for:-:A return:-:A
what is the lowest point in california ?	add_operation:-:_lowest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:california:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the biggest citi in wyoming ?	add_operation:-:_largest add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:wyoming:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the largest state border texas ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:texas:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the smallest citi in hawaii ?	add_operation:-:_smallest add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:hawaii:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the area of the state ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:B return:-:A
what is the area of idaho ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_entity_node:-:idaho:=:state arg_node:-:B return:-:A
what state has the most river run through it ?	add_operation:-:_most add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_river arg_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A end_operation:-:arg_count ope_for:-:A ope_for:-:B return:-:A
what is the popul of springfield missouri ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:springfield_mo:=:city arg_node:-:B return:-:A
what is the most popul state border oklahoma ?	add_operation:-:_largest add_node:-:A add_node:-:B add_edge:-:_population arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:A add_node:-:C add_edge:-:_next_to arg_node:-:A arg_node:-:C add_entity_node:-:oklahoma:=:state arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A
what is the number of neighbor state for kentucky ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:B arg_node:-:C add_entity_node:-:kentucky:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
what is the averag popul per squar km in pennsylvania ?	add_node:-:B add_node:-:A add_edge:-:_density arg_node:-:B arg_node:-:A add_entity_node:-:pennsylvania:=:state arg_node:-:B return:-:A
what state has the highest popul densiti ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_density arg_node:-:A arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A
what is the tallest mountain in america ?	add_operation:-:_highest add_node:-:A add_type_node:-:_mountain arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:usa:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A
what is the highest point of the state with the largest area ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_operation:-:_largest add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_area arg_node:-:B arg_node:-:C end_operation:-:arg ope_for:-:C end_operation:-:arg ope_for:-:A return:-:A
what are the state ?	add_node:-:A add_type_node:-:_state arg_node:-:A return:-:A
how mani river in washington ?	add_operation:-:_count add_node:-:B add_type_node:-:_river arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:washington:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A
what are the popul of the state through which the mississippi river run ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_traverse arg_node:-:C arg_node:-:B add_entity_node:-:mississippi:=:river arg_node:-:C add_type_node:-:_river arg_node:-:C return:-:A
