what is the shortest river in ent0:=:country ?	add_operation:-:_shortest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:country:::usa:=:country
what are the major cities of ent0:=:country ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B return:-:A	ent0:=:country:::usa:=:country
which state border ent0:=:state ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::kentucky:=:state
what is the population of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::oregon:=:state
what states have a city named ent0:=:city ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::austin:=:city
what is the highest elevation in ent0:=:state ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::south_carolina:=:state
how many people live in ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::austin_tx:=:city
what are the rivers in ent0:=:state ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::texas:=:state
what is the lowest point of ent0:=:state ?	add_operation:-:_lowest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::colorado:=:state
what is the population of ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::atlanta:=:city
what rivers are in ent0:=:state ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::utah:=:state
what river runs through the most states ?	add_operation:-:_most add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B end_operation:-:arg_count ope_for:-:A ope_for:-:B return:-:A	
what is the ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::sacramento:=:city
could you tell me what is the highest point in ent0:=:state ?	add_operation:-:_highest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::oregon:=:state
which states does ent0:=:river run through ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:river arg_node:-:B add_type_node:-:_river arg_node:-:B return:-:A	ent0:=:river:::mississippi:=:river
what are the major cities in the smallest state in ent0:=:country ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_operation:-:_smallest add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:country arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A	ent0:=:country:::usa:=:country
how high is ent0:=:place ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:place arg_node:-:B return:-:A	ent0:=:place:::guadalupe_peak:=:place
what river runs through ent0:=:state ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::illinois:=:state
how long is ent0:=:river ?	add_node:-:B add_node:-:A add_edge:-:_len arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:river arg_node:-:B add_type_node:-:_river arg_node:-:B return:-:A	ent0:=:river:::mississippi:=:river
how high is the highest point in the largest state ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_operation:-:_largest add_type_node:-:_state arg_node:-:C end_operation:-:arg ope_for:-:C end_operation:-:arg ope_for:-:B return:-:A	
what is the area of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::south_carolina:=:state
what are the states through which the longest river runs ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_operation:-:_longest add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
where is ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::new_orleans:=:city
in what state is ent0:=:place ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:A add_entity_node:-:ent0:=:place arg_node:-:B return:-:A	ent0:=:place:::mount_mckinley:=:place
what state has highest elevation ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what is the size of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_size arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::california:=:state
what is the smallest state that borders ent0:=:state ?	add_operation:-:_smallest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::texas:=:state
how many citizens in ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::alabama:=:state
in which state is ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_state arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::rochester:=:city
how many states in ent0:=:country does the shortest river run through ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:country arg_node:-:C add_node:-:D add_edge:-:_traverse arg_node:-:D arg_node:-:B add_operation:-:_shortest add_type_node:-:_river arg_node:-:D end_operation:-:arg ope_for:-:D end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A	ent0:=:country:::usa:=:country
what is the biggest state in ent0:=:country ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:country:::usa:=:country
what is the area of the largest state ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_operation:-:_largest add_type_node:-:_state arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
where is ent0:=:place ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:place arg_node:-:B return:-:A	ent0:=:place:::mount_whitney:=:place
how many states does ent0:=:state border ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:C arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A	ent0:=:state:::iowa:=:state
which states does the longest river cross ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:B arg_node:-:A add_operation:-:_longest add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what river flows through ent0:=:state ?	add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::kansas:=:state
what is the population of ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::austin_tx:=:city
what is the capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::vermont:=:state
which states border ent0:=:state ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::colorado:=:state
how long is ent0:=:river ?	add_node:-:B add_node:-:A add_edge:-:_len arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:river arg_node:-:B return:-:A	ent0:=:river:::mississippi:=:river
what state has the largest population density ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_density arg_node:-:A arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what states border ent0:=:state ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::georgia:=:state
what is the capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::pennsylvania:=:state
what are the biggest rivers in ent0:=:state ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::texas:=:state
what is the longest river in ent0:=:country ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:country:::usa:=:country
what is the capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::utah:=:state
what state has the smallest population density ?	add_operation:-:_smallest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_density arg_node:-:A arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
which capitals are not major cities ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_operation:-:_not add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A end_operation:-:_not return:-:A	
what is the biggest city in ent0:=:state ?	add_operation:-:_largest add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::nebraska:=:state
what is the population of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::texas:=:state
what is the shortest river in ent0:=:country ?	add_operation:-:_shortest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:country:::usa:=:country
what is the population of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::rhode_island:=:state
what is the state with the lowest point ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_lowest add_type_node:-:_place arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what is the longest river in ent0:=:state ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::new_york:=:state
what is the longest river that runs through a state that borders ent0:=:state ?	add_operation:-:_longest add_node:-:A add_type_node:-:_river arg_node:-:A add_node:-:B add_edge:-:_traverse arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::tennessee:=:state
how many major cities are in ent0:=:state ?	add_operation:-:_count add_node:-:B add_type_node:-:_major arg_node:-:B add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A	ent0:=:state:::arizona:=:state
what are the neighboring states for ent0:=:state ?	add_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_type_node:-:_state arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::michigan:=:state
what state that borders ent0:=:state is the largest ?	add_operation:-:_largest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::texas:=:state
what is the shortest river ?	add_operation:-:_shortest add_node:-:A add_type_node:-:_river arg_node:-:A end_operation:-:arg ope_for:-:A return:-:A	
how many states border the state that borders the most states ?	add_operation:-:_count add_node:-:B add_type_node:-:_state arg_node:-:B add_node:-:C add_edge:-:_next_to arg_node:-:B arg_node:-:C add_operation:-:_most add_type_node:-:_state arg_node:-:C add_node:-:D add_edge:-:_next_to arg_node:-:C arg_node:-:D add_type_node:-:_state arg_node:-:D end_operation:-:arg_count ope_for:-:C ope_for:-:D end_operation:-:_count ope_for:-:B ope_return:-:A return:-:A	
which state is the largest city in ent0:=:state in ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_operation:-:_largest add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A	ent0:=:state:::montana:=:state
what is the population of ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::washington_dc:=:city
what is the most populous city in ent0:=:state ?	add_operation:-:_largest add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_type_node:-:_city arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:arg ope_for:-:A return:-:B	ent0:=:state:::texas:=:state
what is the capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::hawaii:=:state
what is capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::iowa:=:state
where is ent0:=:city ?	add_node:-:B add_node:-:A add_edge:-:_loc arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:city arg_node:-:B return:-:A	ent0:=:city:::san_diego:=:city
what are the major cities in ent0:=:state ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::delaware:=:state
what is the lowest point in ent0:=:state ?	add_operation:-:_lowest add_node:-:A add_type_node:-:_place arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:state:::louisiana:=:state
which state has the highest peak in the country ?	add_operation:-:_highest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_mountain arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what ent0:=:state city has the largest population ?	add_operation:-:_largest add_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C add_node:-:A add_edge:-:_loc arg_node:-:A arg_node:-:C add_node:-:B add_edge:-:_population arg_node:-:A arg_node:-:B add_type_node:-:_city arg_node:-:A end_operation:-:arg ope_for:-:B return:-:A	ent0:=:state:::texas:=:state
what capital is the largest in ent0:=:country ?	add_operation:-:_largest add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:country arg_node:-:B end_operation:-:arg ope_for:-:A return:-:A	ent0:=:country:::usa:=:country
what is the population of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::new_york:=:state
what is the population of the capital of the smallest state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_type_node:-:_capital arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_operation:-:_smallest add_type_node:-:_state arg_node:-:C end_operation:-:arg ope_for:-:C return:-:A	
what is the area of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_area arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::alaska:=:state
what is the population of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_population arg_node:-:B arg_node:-:A add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::california:=:state
which state has the longest river ?	add_operation:-:_longest add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:B arg_node:-:A add_type_node:-:_river arg_node:-:B end_operation:-:arg ope_for:-:B return:-:A	
what is the capital of ent0:=:state ?	add_node:-:A add_type_node:-:_capital arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::texas:=:state
give me the cities which are in ent0:=:state ?	add_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::texas:=:state
what states border ent0:=:state ?	add_node:-:A add_type_node:-:_state arg_node:-:A add_node:-:B add_edge:-:_next_to arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::kentucky:=:state
how high is the highest point of ent0:=:state ?	add_node:-:B add_node:-:A add_edge:-:_elevation arg_node:-:B arg_node:-:A add_operation:-:_highest add_type_node:-:_place arg_node:-:B add_node:-:C add_edge:-:_loc arg_node:-:B arg_node:-:C add_entity_node:-:ent0:=:state arg_node:-:C end_operation:-:arg ope_for:-:B return:-:A	ent0:=:state:::florida:=:state
what are the major cities in ent0:=:state ?	add_node:-:A add_type_node:-:_major arg_node:-:A add_type_node:-:_city arg_node:-:A add_node:-:B add_edge:-:_loc arg_node:-:A arg_node:-:B add_entity_node:-:ent0:=:state arg_node:-:B return:-:A	ent0:=:state:::north_carolina:=:state
